Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Corporate Services,Electricity,10/10/2024,1700177761,Haven Power Ltd,"-£1,640.50"
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,04/10/2024,5105953167,Sants Fabrications Ltd,"-£1,650.00"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1700177763,Haven Power Ltd,"-£1,661.20"
Manchester City Council,Adult Social Care,Charges for Supp Acc,14/10/2024,1908603742,Creative Support Ltd,"-£1,667.28"
Manchester City Council,Childrens & Education Services,Pay School Budget,31/10/2024,1700177618,St Kentigern's RC Primary Academy,"-£1,668.00"
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,14/10/2024,5105954520,VIP-System Ltd,"-£1,683.00"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1700177760,Haven Power Ltd,"-£1,683.48"
Manchester City Council,Adult Social Care,Charges for Supp Acc,09/10/2024,1908599468,Creative Support Ltd,"-£1,699.78"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178332,Gorton Parks Res.& Nursing Home,"-£1,735.91"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1700177759,Haven Power Ltd,"-£1,773.21"
Manchester City Council,Childrens & Education Services,Payments for services,01/10/2024,5105952545,Redacted Personal Information,"-£1,785.00"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1700177758,Haven Power Ltd,"-£1,785.28"
Manchester City Council,Not assigned,VAT Input Tax,17/10/2024,1700178122,Castlefield Hotel Ltd,"-£1,798.73"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,24/10/2024,5105956468,Rigby Taylor Ltd,"-£1,800.00"
Manchester City Council,Adult Social Care,GRIR,30/10/2024,5105957541,NRS Healthcare,"-£1,807.20"
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,09/10/2024,5105953916,TARMAC,"-£1,828.82"
Manchester City Council,Adult Social Care,Equipment,21/10/2024,5105955810,NRS Healthcare,"-£1,840.00"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616083,Brookdale View,"-£1,913.80"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1700178598,HC-One No.1 Limited,"-£1,933.33"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1700178599,HC-One No.1 Limited,"-£1,961.90"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1700178426,Royal Elms Rest Home,"-£1,967.07"
Manchester City Council,Chief Executives,Construction Works,09/10/2024,5105953785,Groundwork Landscapes Ltd,"-£1,978.00"
Manchester City Council,Adult Social Care,Charges for Supp Acc,14/10/2024,1908604118,Lifeways SIL Limited,"-£2,021.04"
Manchester City Council,Corporate Services,Professional fees,09/10/2024,5105953805,Mace Ltd,"-£2,025.00"
Manchester City Council,Corporate Services,Professional fees,14/10/2024,5105953806,Mace Ltd,"-£2,025.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178277,Ashgrove House,"-£2,026.48"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178445,Homesend Ltd,"-£2,035.18"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178449,Homesend Ltd,"-£2,035.18"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178450,Homesend Ltd,"-£2,035.18"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178447,Homesend Ltd,"-£2,035.18"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178448,Homesend Ltd,"-£2,035.18"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178446,Homesend Ltd,"-£2,035.18"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178451,Homesend Ltd,"-£2,081.72"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178342,Highfield Manor Care Home Ltd,"-£2,098.14"
Manchester City Council,Chief Executives,Postage,03/10/2024,5105952946,Whistl North Ltd,"-£2,098.77"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1700177820,Haven Power Ltd,"-£2,129.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1908622470,HC-One No.1 Limited,"-£2,133.33"
Manchester City Council,Chief Executives,Professional fees,10/10/2024,5105954127,Redacted Personal Information,"-£2,160.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,25/10/2024,5105956758,WSP UK Limited,"-£2,175.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,25/10/2024,5105956620,WSP UK Limited,"-£2,175.00"
Manchester City Council,Adult Social Care,Charges for Supp Acc,14/10/2024,1908604128,Equilibrium Healthcare,"-£2,180.64"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616170,Qualia Care Ltd t/a,"-£2,186.20"
Manchester City Council,Manchester Leisure,Security,16/10/2024,5105955087,Showsec International Ltd,"-£2,213.22"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178455,Homesend Ltd,"-£2,221.40"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178454,Homesend Ltd,"-£2,221.40"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178452,Homesend Ltd,"-£2,221.40"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178453,Homesend Ltd,"-£2,221.40"
Manchester City Council,Adult Social Care,Temp Care - Nursing,01/10/2024,1908590347,St Marys Nursing Home,"-£2,285.71"
Manchester City Council,Adult Social Care,Charges for Supp Acc,01/10/2024,1908589688,Achieve Together Limited,"-£2,288.84"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,31/10/2024,1700178604,Wellington Healthcare (Arden) Ltd,"-£2,290.29"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178430,Wellington Lodge Rest Home,"-£2,295.89"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178310,Brocklehurst Nursing Home,"-£2,309.20"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616333,Pendleton Court,"-£2,313.21"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1700178435,Woodend Nursing & Residential Centr,"-£2,358.21"
Manchester City Council,Adult Social Care,Perm Nurse Home Care,01/10/2024,1908590330,Making Space t/a Beyer Lodge,"-£2,397.50"
Manchester City Council,Adult Social Care,Perm Nurse Home Care,25/10/2024,1908616059,Making Space t/a Beyer Lodge,"-£2,397.50"
Manchester City Council,Chief Executives,Legal Fees,14/10/2024,5105954752,Redacted Personal Information,"-£2,400.00"
Manchester City Council,Adult Social Care,Perm Nurse Home Care,25/10/2024,1908616157,Clifton House,"-£2,405.36"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616332,Pendleton Care Ltd,"-£2,408.02"
Manchester City Council,Adult Social Care,Charges for Supp Acc,14/10/2024,1908604468,LAM SERVICES LIMITED,"-£2,423.60"
Manchester City Council,Adult Social Care,Charges for Supp Acc,01/10/2024,1908590022,LAM SERVICES LIMITED,"-£2,423.60"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616435,Ambleside Lodge,"-£2,431.80"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105957720,Deloitte & Touche Llp,"-£2,500.40"
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,31/10/2024,1908622010,TRUESTAYS,"-£2,501.45"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1908622470,HC-One No.1 Limited,"-£2,514.29"
Manchester City Council,Manchester Leisure,Rents,01/10/2024,1700177056,Redacted Personal Information,"-£2,520.00"
Manchester City Council,Adult Social Care,Charges for Supp Acc,21/10/2024,1908611824,CenturyPlus Ltd,"-£2,529.62"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1700178387,Pendleton Care Ltd,"-£2,531.07"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908615960,Moor Care (Registered) Ltd,"-£2,578.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178441,Polefield Nursing Home,"-£2,589.29"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1700177773,Haven Power Ltd,"-£2,594.23"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178333,Gorton Parks Res.& Nursing Home,"-£2,603.86"
Manchester City Council,Adult Social Care,Charges for Supp Acc,02/10/2024,1908592821,Pro Support Limited,"-£2,615.16"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178341,Heathside Retirement Home,"-£2,637.99"
Manchester City Council,Adult Social Care,Temp Care - Nursing,25/10/2024,1700178391,Federation of Jewish Services,"-£2,643.31"
Manchester City Council,Adult Social Care,Perm Nurse Home Care,25/10/2024,1908616135,Chataway Nursing Home,"-£2,664.76"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,31/10/2024,1700178603,Wellington Healthcare (Arden) Ltd,"-£2,672.00"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616339,Clifton House,"-£2,685.96"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178427,Wellfield House Rest Home,"-£2,692.86"
Manchester City Council,Adult Social Care,Professional fees,04/10/2024,5105953278,Permanent Futures Temp,"-£2,700.00"
Manchester City Council,Adult Social Care,Professional fees,04/10/2024,5105953279,Permanent Futures Temp,"-£2,700.00"
Manchester City Council,Chief Executives,Professional fees,15/10/2024,1700177971,ISW Assessments,"-£2,714.20"
Manchester City Council,Manchester Leisure,Equipment,22/10/2024,5105956184,Portakabin Ltd,"-£2,715.02"
Manchester City Council,Adult Social Care,Perm Nurse Home Care,25/10/2024,1908616432,Timperley Care Home,"-£2,720.10"
Manchester City Council,Adult Social Care,Charges for Supp Acc,28/10/2024,1908617352,Care Support and Domestic Services,"-£2,721.34"
Manchester City Council,Corporate Services,Security,03/10/2024,5105952859,Constellia Public Ltd,"-£2,735.29"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,31/10/2024,5105957669,Rexel UK Ltd,"-£2,744.19"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616205,City Care Partnership,"-£2,798.80"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616254,Southfields Care Homes Ltd,"-£2,810.54"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,31/10/2024,1700178602,Wellington Healthcare (Arden) Ltd,"-£2,812.27"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616067,Bradmere Residential Care Home,"-£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178280,Ashley House Rest Home,"-£2,837.84"
Manchester City Council,Adult Social Care,Charges for Supp Acc,21/10/2024,1908611825,CenturyPlus Ltd,"-£2,856.24"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616270,Redacted Personal Information,"-£2,878.57"
Manchester City Council,Adult Social Care,RNH Permanent Pays,31/10/2024,1700178265,Acorn Nursing & Residential Care,"-£2,896.71"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178428,Wellfield House Rest Home,"-£2,900.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178429,Wellfield House Rest Home,"-£2,900.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615975,Abbotsford Nursing Home,"-£2,922.04"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178431,Wellington Lodge Rest Home,"-£2,922.04"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,23/10/2024,5105956447,Arc Locksmiths,"-£2,933.00"
Manchester City Council,Corporate Services,I T Provision,09/10/2024,5105953650,Taranto Systems Ltd,"-£2,950.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178365,Clifton House,"-£2,999.32"
Manchester City Council,Not assigned,VAT Input Tax,31/10/2024,1700178608,BT PLC,"-£3,022.75"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178333,Gorton Parks Res.& Nursing Home,"-£3,037.84"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178281,Ashley House Rest Home,"-£3,078.77"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178353,Redacted Personal Information,"-£3,100.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178354,Redacted Personal Information,"-£3,100.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178355,Redacted Personal Information,"-£3,100.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178356,Redacted Personal Information,"-£3,100.00"
Manchester City Council,Adult Social Care,Funeral and coroner related services,09/10/2024,5105953774,Greater Manchester Funeral Service,"-£3,116.00"
Manchester City Council,Adult Social Care,Payments for services,10/10/2024,5105954130,Kaleidoscope Project,"-£3,120.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178327,Four Oaks Care Home,"-£3,147.60"
Manchester City Council,Adult Social Care,Equipment,09/10/2024,5105953757,Winncare PAC Limited,"-£3,150.60"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178349,Redacted Personal Information,"-£3,155.92"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178348,Redacted Personal Information,"-£3,155.92"
Manchester City Council,Adult Social Care,Temp Care - Nursing,01/10/2024,1908590347,St Marys Nursing Home,"-£3,222.04"
Manchester City Council,Adult Social Care,Charges for Supp Acc,01/10/2024,1908589686,Achieve Together Limited,"-£3,234.24"
Manchester City Council,Adult Social Care,Perm Res Home Care,25/10/2024,1908616254,Southfields Care Homes Ltd,"-£3,271.46"
Manchester City Council,Corporate Services,Landline Telephone,03/10/2024,5105952884,8x8 UK Ltd,"-£3,348.98"
Manchester City Council,Manchester Leisure,ClothsUniformLaundry,10/10/2024,5105954114,JLA Total Care Ltd,"-£3,355.92"
Manchester City Council,Adult Social Care,Professional fees,04/10/2024,5105953276,Permanent Futures Temp,"-£3,375.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,25/10/2024,5105956698,Life By Ringley,"-£3,420.00"
Manchester City Council,Adult Social Care,Perm Nurse Home Care,25/10/2024,1908616302,Moston Grange,"-£3,545.20"
Manchester City Council,Adult Social Care,Payments for services,02/10/2024,5105952768,Slimming World,"-£3,570.00"
Manchester City Council,Adult Social Care,Funeral and coroner related services,03/10/2024,5105952679,Greater Manchester Funeral Service,"-£3,630.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178420,Thames Health Care Limited,"-£3,691.98"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178414,Thames Health Care Limited,"-£3,691.98"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178417,Thames Health Care Limited,"-£3,691.98"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178415,Thames Health Care Limited,"-£3,691.98"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178413,Thames Health Care Limited,"-£3,691.98"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1700178416,Thames Health Care Limited,"-£3,691.98"
